value_segment,city,industry,gender,user_count
low,Newcastle,Hospitality,male,0
low,Newcastle,Hospitality,non_binary,0
low,Newcastle,Hospitality,prefer_not_to_say,0
low,Newcastle,Legal,female,0
low,Newcastle,Legal,male,0
low,Newcastle,Legal,non_binary,0
low,Newcastle,Legal,prefer_not_to_say,0
low,Newcastle,Marketing,female,0
low,Newcastle,Marketing,male,0
low,Newcastle,Marketing,non_binary,0
low,Newcastle,Marketing,prefer_not_to_say,0
low,Newcastle,Media,female,0
low,Newcastle,Media,male,0
low,Newcastle,Media,non_binary,0
low,Newcastle,Media,prefer_not_to_say,0
low,Newcastle,Nonprofit,female,0
low,Newcastle,Nonprofit,male,0
low,Newcastle,Nonprofit,non_binary,0
low,Newcastle,Nonprofit,prefer_not_to_say,0
low,Newcastle,Publishing,female,0
low,Newcastle,Publishing,male,0
low,Newcastle,Publishing,non_binary,0
low,Newcastle,Publishing,prefer_not_to_say,0
low,Newcastle,Retail,female,0
low,Newcastle,Retail,male,0
low,Newcastle,Retail,non_binary,0
low,Newcastle,Retail,prefer_not_to_say,0
low,Newcastle,Student,male,0
low,Newcastle,Student,non_binary,0
low,Newcastle,Student,prefer_not_to_say,0
low,Newcastle,Technology,female,0
low,Newcastle,Technology,male,0
low,Newcastle,Technology,non_binary,0
low,Newcastle,Technology,prefer_not_to_say,0
low,Perth,Advertising,female,0
low,Perth,Advertising,male,0
low,Perth,Advertising,non_binary,0
low,Perth,Advertising,prefer_not_to_say,0
low,Perth,Consulting,female,0
low,Perth,Consulting,male,0
low,Perth,Consulting,non_binary,0
low,Perth,Consulting,prefer_not_to_say,0
low,Perth,Education,male,0
low,Perth,Education,non_binary,0
low,Perth,Fashion,female,0
low,Perth,Fashion,male,0
low,Perth,Fashion,non_binary,0
low,Perth,Fashion,prefer_not_to_say,0
low,Perth,Finance,female,0
low,Perth,Finance,male,0
low,Perth,Finance,non_binary,0
low,Perth,Finance,prefer_not_to_say,0
low,Perth,Government,female,0
low,Perth,Government,male,0
low,Perth,Government,non_binary,0
low,Perth,Government,prefer_not_to_say,0
low,Perth,Healthcare,female,0
low,Perth,Healthcare,male,0
low,Perth,Healthcare,non_binary,0
low,Perth,Healthcare,prefer_not_to_say,0
low,Perth,Hospitality,female,0
low,Perth,Hospitality,male,0
low,Perth,Hospitality,non_binary,0
low,Perth,Hospitality,prefer_not_to_say,0
low,Perth,Legal,female,0
low,Perth,Legal,male,0
low,Perth,Legal,non_binary,0
low,Perth,Legal,prefer_not_to_say,0
low,Perth,Marketing,female,0
low,Perth,Marketing,non_binary,0
low,Perth,Marketing,prefer_not_to_say,0
low,Perth,Media,female,0
low,Perth,Media,male,0
low,Perth,Media,non_binary,0
low,Perth,Media,prefer_not_to_say,0
low,Perth,Nonprofit,female,0
low,Perth,Nonprofit,male,0
low,Perth,Nonprofit,prefer_not_to_say,0
low,Perth,Publishing,female,0
low,Perth,Publishing,male,0
low,Perth,Publishing,non_binary,0
low,Perth,Publishing,prefer_not_to_say,0
low,Perth,Retail,female,0
low,Perth,Retail,male,0
low,Perth,Retail,non_binary,0
low,Perth,Retail,prefer_not_to_say,0
low,Perth,Student,female,0
low,Perth,Student,male,0
low,Perth,Student,non_binary,0
low,Perth,Student,prefer_not_to_say,0
low,Perth,Technology,female,0
low,Perth,Technology,non_binary,0
low,Perth,Technology,prefer_not_to_say,0
low,Singapore,Advertising,female,0
low,Singapore,Advertising,male,0
low,Singapore,Advertising,non_binary,0
low,Singapore,Advertising,prefer_not_to_say,0
low,Singapore,Consulting,male,0
low,Singapore,Consulting,non_binary,0
low,Singapore,Consulting,prefer_not_to_say,0
low,Singapore,Education,male,0
low,Singapore,Education,non_binary,0
low,Singapore,Education,prefer_not_to_say,0
low,Singapore,Fashion,female,0
low,Singapore,Fashion,male,0
low,Singapore,Fashion,non_binary,0
low,Singapore,Finance,female,0
low,Singapore,Finance,male,0
low,Singapore,Finance,non_binary,0
low,Singapore,Finance,prefer_not_to_say,0
low,Singapore,Government,female,0
low,Singapore,Government,male,0
low,Singapore,Government,non_binary,0
low,Singapore,Government,prefer_not_to_say,0
low,Singapore,Healthcare,female,0
low,Singapore,Healthcare,male,0
low,Singapore,Healthcare,non_binary,0
low,Singapore,Healthcare,prefer_not_to_say,0
low,Singapore,Hospitality,female,0
low,Singapore,Hospitality,male,0
low,Singapore,Hospitality,non_binary,0
low,Singapore,Hospitality,prefer_not_to_say,0
low,Singapore,Legal,female,0
low,Singapore,Legal,male,0
low,Singapore,Legal,non_binary,0
low,Singapore,Legal,prefer_not_to_say,0
low,Singapore,Marketing,female,0
low,Singapore,Marketing,male,0
low,Singapore,Marketing,non_binary,0
low,Singapore,Marketing,prefer_not_to_say,0
low,Singapore,Media,female,0
low,Singapore,Media,male,0
low,Singapore,Media,non_binary,0
low,Singapore,Media,prefer_not_to_say,0
low,Singapore,Nonprofit,male,0
low,Singapore,Nonprofit,non_binary,0
low,Singapore,Nonprofit,prefer_not_to_say,0
low,Singapore,Publishing,male,0
low,Singapore,Publishing,non_binary,0
low,Singapore,Publishing,prefer_not_to_say,0
low,Singapore,Retail,female,0
low,Singapore,Retail,male,0
low,Singapore,Retail,non_binary,0
low,Singapore,Retail,prefer_not_to_say,0
low,Singapore,Student,female,0
low,Singapore,Student,male,0
low,Singapore,Student,non_binary,0
low,Singapore,Student,prefer_not_to_say,0
low,Singapore,Technology,male,0
low,Singapore,Technology,non_binary,0
low,Singapore,Technology,prefer_not_to_say,0
low,Sydney,Advertising,female,0
low,Sydney,Advertising,male,0
low,Sydney,Advertising,non_binary,0
low,Sydney,Consulting,female,0
low,Sydney,Consulting,male,0
low,Sydney,Consulting,non_binary,0
low,Sydney,Consulting,prefer_not_to_say,0
low,Sydney,Education,female,0
low,Sydney,Education,male,0
low,Sydney,Education,non_binary,0
low,Sydney,Education,prefer_not_to_say,0
low,Sydney,Fashion,female,0
low,Sydney,Fashion,male,0
low,Sydney,Fashion,non_binary,0
low,Sydney,Fashion,prefer_not_to_say,0
low,Sydney,Finance,female,0
low,Sydney,Finance,male,0
low,Sydney,Finance,non_binary,0
low,Sydney,Finance,prefer_not_to_say,0
low,Sydney,Government,male,0
low,Sydney,Government,non_binary,0
low,Sydney,Government,prefer_not_to_say,0
low,Sydney,Healthcare,female,0
low,Sydney,Healthcare,male,0
low,Sydney,Healthcare,non_binary,0
low,Sydney,Healthcare,prefer_not_to_say,0
low,Sydney,Hospitality,female,0
low,Sydney,Hospitality,male,0
low,Sydney,Hospitality,non_binary,0
low,Sydney,Hospitality,prefer_not_to_say,0
low,Sydney,Legal,female,0
low,Sydney,Legal,male,0
low,Sydney,Legal,non_binary,0
low,Sydney,Legal,prefer_not_to_say,0
low,Sydney,Marketing,female,0
low,Sydney,Marketing,male,0
low,Sydney,Marketing,non_binary,0
low,Sydney,Marketing,prefer_not_to_say,0
low,Sydney,Media,female,0
low,Sydney,Media,male,0
low,Sydney,Media,prefer_not_to_say,0
low,Sydney,Nonprofit,female,0
low,Sydney,Nonprofit,male,0
low,Sydney,Nonprofit,non_binary,0
low,Sydney,Nonprofit,prefer_not_to_say,0
low,Sydney,Publishing,female,0
low,Sydney,Publishing,male,0
low,Sydney,Publishing,non_binary,0
low,Sydney,Publishing,prefer_not_to_say,0
low,Sydney,Retail,male,0
low,Sydney,Retail,non_binary,0
low,Sydney,Retail,prefer_not_to_say,0
low,Sydney,Student,female,0
low,Sydney,Student,male,0
low,Sydney,Student,non_binary,0
low,Sydney,Student,prefer_not_to_say,0
low,Sydney,Technology,female,0
low,Sydney,Technology,male,0
low,Sydney,Technology,non_binary,0
low,Sydney,Technology,prefer_not_to_say,0
low,Wellington,Advertising,female,0
low,Wellington,Advertising,male,0
low,Wellington,Advertising,non_binary,0
low,Wellington,Advertising,prefer_not_to_say,0
low,Wellington,Consulting,male,0
low,Wellington,Consulting,non_binary,0
low,Wellington,Education,female,0
low,Wellington,Education,non_binary,0
low,Wellington,Education,prefer_not_to_say,0
low,Wellington,Fashion,female,0
low,Wellington,Fashion,male,0
low,Wellington,Fashion,non_binary,0
low,Wellington,Fashion,prefer_not_to_say,0
low,Wellington,Finance,female,0
low,Wellington,Finance,male,0
low,Wellington,Finance,non_binary,0
low,Wellington,Finance,prefer_not_to_say,0
low,Wellington,Government,female,0
low,Wellington,Government,male,0
low,Wellington,Government,non_binary,0
low,Wellington,Government,prefer_not_to_say,0
low,Wellington,Healthcare,female,0
low,Wellington,Healthcare,male,0
low,Wellington,Healthcare,non_binary,0
low,Wellington,Healthcare,prefer_not_to_say,0
low,Wellington,Hospitality,female,0
low,Wellington,Hospitality,male,0
low,Wellington,Hospitality,non_binary,0
low,Wellington,Hospitality,prefer_not_to_say,0
low,Wellington,Legal,female,0
low,Wellington,Legal,male,0
low,Wellington,Legal,non_binary,0
low,Wellington,Legal,prefer_not_to_say,0
low,Wellington,Marketing,female,0
low,Wellington,Marketing,male,0
low,Wellington,Marketing,non_binary,0
low,Wellington,Marketing,prefer_not_to_say,0
low,Wellington,Media,male,0
low,Wellington,Media,non_binary,0
low,Wellington,Media,prefer_not_to_say,0
low,Wellington,Nonprofit,female,0
low,Wellington,Nonprofit,male,0
low,Wellington,Nonprofit,non_binary,0
low,Wellington,Nonprofit,prefer_not_to_say,0
low,Wellington,Publishing,female,0
low,Wellington,Publishing,male,0
low,Wellington,Publishing,non_binary,0
low,Wellington,Publishing,prefer_not_to_say,0
low,Wellington,Retail,male,0
low,Wellington,Retail,non_binary,0
low,Wellington,Retail,prefer_not_to_say,0
low,Wellington,Student,female,0
low,Wellington,Student,male,0
low,Wellington,Student,non_binary,0
low,Wellington,Student,prefer_not_to_say,0
low,Wellington,Technology,female,0
low,Wellington,Technology,male,0
low,Wellington,Technology,non_binary,0
low,Wellington,Technology,prefer_not_to_say,0
medium,Gold Coast,Student,female,2
medium,Manchester,Technology,female,2
medium,Perth,Publishing,female,2
medium,Singapore,Media,male,2
medium,Adelaide,Healthcare,female,1
medium,Adelaide,Marketing,female,1
medium,Adelaide,Student,male,1
medium,Adelaide,Technology,male,1
medium,Auckland,Education,female,1
medium,Auckland,Finance,male,1
medium,Auckland,Marketing,female,1
medium,Auckland,Media,prefer_not_to_say,1
medium,Auckland,Publishing,female,1
medium,Auckland,Retail,prefer_not_to_say,1
medium,Auckland,Technology,female,1
medium,Brisbane,Finance,prefer_not_to_say,1
medium,Brisbane,Retail,female,1
medium,Bristol,Finance,prefer_not_to_say,1
medium,Bristol,Legal,female,1
medium,Bristol,Marketing,female,1
medium,Bristol,Student,female,1
medium,Bristol,Technology,female,1
medium,Canberra,Education,female,1
medium,Canberra,Hospitality,non_binary,1
medium,Christchurch,Advertising,female,1
medium,Christchurch,Education,male,1
medium,Christchurch,Marketing,prefer_not_to_say,1
medium,Christchurch,Media,female,1
medium,Gold Coast,Healthcare,female,1
medium,Hobart,Government,male,1
medium,Hobart,Marketing,female,1
medium,Hobart,Marketing,non_binary,1
medium,Hobart,Retail,non_binary,1
medium,London,Education,male,1
medium,London,Healthcare,non_binary,1
medium,London,Marketing,female,1
medium,London,Student,female,1
medium,Manchester,Fashion,prefer_not_to_say,1
medium,Manchester,Finance,female,1
medium,Manchester,Finance,prefer_not_to_say,1
medium,Manchester,Publishing,female,1
medium,Manchester,Student,male,1
medium,Melbourne,Marketing,female,1
medium,Melbourne,Student,female,1
medium,Newcastle,Fashion,female,1
medium,Newcastle,Finance,female,1
medium,Newcastle,Retail,non_binary,1
medium,Perth,Finance,female,1
medium,Perth,Legal,prefer_not_to_say,1
medium,Perth,Retail,female,1
medium,Singapore,Education,female,1
medium,Singapore,Technology,male,1
medium,Sydney,Consulting,female,1
medium,Sydney,Government,male,1
medium,Sydney,Healthcare,female,1
medium,Sydney,Hospitality,female,1
medium,Sydney,Legal,female,1
medium,Sydney,Marketing,prefer_not_to_say,1
medium,Sydney,Publishing,female,1
medium,Wellington,Media,female,1
medium,Wellington,Media,non_binary,1
medium,Wellington,Technology,male,1
medium,Adelaide,Advertising,female,0
medium,Adelaide,Advertising,male,0
medium,Adelaide,Advertising,non_binary,0
medium,Adelaide,Advertising,prefer_not_to_say,0
medium,Adelaide,Consulting,female,0
medium,Adelaide,Consulting,male,0
medium,Adelaide,Consulting,non_binary,0
medium,Adelaide,Consulting,prefer_not_to_say,0
medium,Adelaide,Education,female,0
medium,Adelaide,Education,male,0
medium,Adelaide,Education,non_binary,0
medium,Adelaide,Education,prefer_not_to_say,0
medium,Adelaide,Fashion,female,0
medium,Adelaide,Fashion,male,0
medium,Adelaide,Fashion,non_binary,0
medium,Adelaide,Fashion,prefer_not_to_say,0
medium,Adelaide,Finance,female,0
medium,Adelaide,Finance,male,0
medium,Adelaide,Finance,non_binary,0
medium,Adelaide,Finance,prefer_not_to_say,0
medium,Adelaide,Government,female,0
medium,Adelaide,Government,male,0
medium,Adelaide,Government,non_binary,0
medium,Adelaide,Government,prefer_not_to_say,0
medium,Adelaide,Healthcare,male,0
medium,Adelaide,Healthcare,non_binary,0
medium,Adelaide,Healthcare,prefer_not_to_say,0
medium,Adelaide,Hospitality,female,0
medium,Adelaide,Hospitality,male,0
medium,Adelaide,Hospitality,non_binary,0
medium,Adelaide,Hospitality,prefer_not_to_say,0
medium,Adelaide,Legal,female,0
medium,Adelaide,Legal,male,0
medium,Adelaide,Legal,non_binary,0
medium,Adelaide,Legal,prefer_not_to_say,0
medium,Adelaide,Marketing,male,0
medium,Adelaide,Marketing,non_binary,0
medium,Adelaide,Marketing,prefer_not_to_say,0
medium,Adelaide,Media,female,0
medium,Adelaide,Media,male,0
medium,Adelaide,Media,non_binary,0
medium,Adelaide,Media,prefer_not_to_say,0
medium,Adelaide,Nonprofit,female,0
medium,Adelaide,Nonprofit,male,0
medium,Adelaide,Nonprofit,non_binary,0
medium,Adelaide,Nonprofit,prefer_not_to_say,0
medium,Adelaide,Publishing,female,0
medium,Adelaide,Publishing,male,0
medium,Adelaide,Publishing,non_binary,0
medium,Adelaide,Publishing,prefer_not_to_say,0
medium,Adelaide,Retail,female,0
medium,Adelaide,Retail,male,0
medium,Adelaide,Retail,non_binary,0
medium,Adelaide,Retail,prefer_not_to_say,0
medium,Adelaide,Student,female,0
medium,Adelaide,Student,non_binary,0
medium,Adelaide,Student,prefer_not_to_say,0
medium,Adelaide,Technology,female,0
medium,Adelaide,Technology,non_binary,0
medium,Adelaide,Technology,prefer_not_to_say,0
medium,Auckland,Advertising,female,0
medium,Auckland,Advertising,male,0
medium,Auckland,Advertising,non_binary,0
medium,Auckland,Advertising,prefer_not_to_say,0
medium,Auckland,Consulting,female,0
medium,Auckland,Consulting,male,0
medium,Auckland,Consulting,non_binary,0
medium,Auckland,Consulting,prefer_not_to_say,0
medium,Auckland,Education,male,0
medium,Auckland,Education,non_binary,0
medium,Auckland,Education,prefer_not_to_say,0
medium,Auckland,Fashion,female,0
medium,Auckland,Fashion,male,0
medium,Auckland,Fashion,non_binary,0
medium,Auckland,Fashion,prefer_not_to_say,0
medium,Auckland,Finance,female,0
medium,Auckland,Finance,non_binary,0
medium,Auckland,Finance,prefer_not_to_say,0
medium,Auckland,Government,female,0
medium,Auckland,Government,male,0
medium,Auckland,Government,non_binary,0
medium,Auckland,Government,prefer_not_to_say,0
medium,Auckland,Healthcare,female,0
medium,Auckland,Healthcare,male,0
medium,Auckland,Healthcare,non_binary,0
medium,Auckland,Healthcare,prefer_not_to_say,0
medium,Auckland,Hospitality,female,0
medium,Auckland,Hospitality,male,0
medium,Auckland,Hospitality,non_binary,0
medium,Auckland,Hospitality,prefer_not_to_say,0
medium,Auckland,Legal,female,0
medium,Auckland,Legal,male,0
medium,Auckland,Legal,non_binary,0
medium,Auckland,Legal,prefer_not_to_say,0
medium,Auckland,Marketing,male,0
medium,Auckland,Marketing,non_binary,0
medium,Auckland,Marketing,prefer_not_to_say,0
medium,Auckland,Media,female,0
medium,Auckland,Media,male,0
medium,Auckland,Media,non_binary,0
medium,Auckland,Nonprofit,female,0
medium,Auckland,Nonprofit,male,0
medium,Auckland,Nonprofit,non_binary,0
medium,Auckland,Nonprofit,prefer_not_to_say,0
medium,Auckland,Publishing,male,0
medium,Auckland,Publishing,non_binary,0
medium,Auckland,Publishing,prefer_not_to_say,0
medium,Auckland,Retail,female,0
medium,Auckland,Retail,male,0
medium,Auckland,Retail,non_binary,0
medium,Auckland,Student,female,0
medium,Auckland,Student,male,0
medium,Auckland,Student,non_binary,0
medium,Auckland,Student,prefer_not_to_say,0
medium,Auckland,Technology,male,0
medium,Auckland,Technology,non_binary,0
medium,Auckland,Technology,prefer_not_to_say,0
medium,Brisbane,Advertising,female,0
medium,Brisbane,Advertising,male,0
medium,Brisbane,Advertising,non_binary,0
medium,Brisbane,Advertising,prefer_not_to_say,0
medium,Brisbane,Consulting,female,0
medium,Brisbane,Consulting,male,0
medium,Brisbane,Consulting,non_binary,0
medium,Brisbane,Consulting,prefer_not_to_say,0
medium,Brisbane,Education,female,0
medium,Brisbane,Education,male,0
medium,Brisbane,Education,non_binary,0
medium,Brisbane,Education,prefer_not_to_say,0
medium,Brisbane,Fashion,female,0
medium,Brisbane,Fashion,male,0
medium,Brisbane,Fashion,non_binary,0
medium,Brisbane,Fashion,prefer_not_to_say,0
medium,Brisbane,Finance,female,0
medium,Brisbane,Finance,male,0
medium,Brisbane,Finance,non_binary,0
medium,Brisbane,Government,female,0
medium,Brisbane,Government,male,0
medium,Brisbane,Government,non_binary,0
medium,Brisbane,Government,prefer_not_to_say,0
medium,Brisbane,Healthcare,female,0
medium,Brisbane,Healthcare,male,0
medium,Brisbane,Healthcare,non_binary,0
medium,Brisbane,Healthcare,prefer_not_to_say,0
medium,Brisbane,Hospitality,female,0
medium,Brisbane,Hospitality,male,0
medium,Brisbane,Hospitality,non_binary,0
medium,Brisbane,Hospitality,prefer_not_to_say,0
medium,Brisbane,Legal,female,0
medium,Brisbane,Legal,male,0
medium,Brisbane,Legal,non_binary,0
medium,Brisbane,Legal,prefer_not_to_say,0
medium,Brisbane,Marketing,female,0
medium,Brisbane,Marketing,male,0
medium,Brisbane,Marketing,non_binary,0
medium,Brisbane,Marketing,prefer_not_to_say,0
medium,Brisbane,Media,female,0
medium,Brisbane,Media,male,0
medium,Brisbane,Media,non_binary,0
medium,Brisbane,Media,prefer_not_to_say,0
medium,Brisbane,Nonprofit,female,0
medium,Brisbane,Nonprofit,male,0
medium,Brisbane,Nonprofit,non_binary,0
medium,Brisbane,Nonprofit,prefer_not_to_say,0
medium,Brisbane,Publishing,female,0
medium,Brisbane,Publishing,male,0
medium,Brisbane,Publishing,non_binary,0
medium,Brisbane,Publishing,prefer_not_to_say,0
medium,Brisbane,Retail,male,0
medium,Brisbane,Retail,non_binary,0
medium,Brisbane,Retail,prefer_not_to_say,0
medium,Brisbane,Student,female,0
medium,Brisbane,Student,male,0
medium,Brisbane,Student,non_binary,0
medium,Brisbane,Student,prefer_not_to_say,0
medium,Brisbane,Technology,female,0
medium,Brisbane,Technology,male,0
medium,Brisbane,Technology,non_binary,0
medium,Brisbane,Technology,prefer_not_to_say,0
medium,Bristol,Advertising,female,0
medium,Bristol,Advertising,male,0
medium,Bristol,Advertising,non_binary,0
medium,Bristol,Advertising,prefer_not_to_say,0
medium,Bristol,Consulting,female,0
medium,Bristol,Consulting,male,0
medium,Bristol,Consulting,non_binary,0
medium,Bristol,Consulting,prefer_not_to_say,0
medium,Bristol,Education,female,0
medium,Bristol,Education,male,0
medium,Bristol,Education,non_binary,0
medium,Bristol,Education,prefer_not_to_say,0
medium,Bristol,Fashion,female,0
medium,Bristol,Fashion,male,0
medium,Bristol,Fashion,non_binary,0
medium,Bristol,Fashion,prefer_not_to_say,0
medium,Bristol,Finance,female,0
medium,Bristol,Finance,male,0
medium,Bristol,Finance,non_binary,0
medium,Bristol,Government,female,0
medium,Bristol,Government,male,0
medium,Bristol,Government,non_binary,0
medium,Bristol,Government,prefer_not_to_say,0
medium,Bristol,Healthcare,female,0
medium,Bristol,Healthcare,male,0
medium,Bristol,Healthcare,non_binary,0
medium,Bristol,Healthcare,prefer_not_to_say,0
medium,Bristol,Hospitality,female,0
medium,Bristol,Hospitality,male,0
medium,Bristol,Hospitality,non_binary,0
medium,Bristol,Hospitality,prefer_not_to_say,0
medium,Bristol,Legal,male,0
medium,Bristol,Legal,non_binary,0
medium,Bristol,Legal,prefer_not_to_say,0
medium,Bristol,Marketing,male,0
medium,Bristol,Marketing,non_binary,0
medium,Bristol,Marketing,prefer_not_to_say,0
medium,Bristol,Media,female,0
medium,Bristol,Media,male,0
medium,Bristol,Media,non_binary,0
medium,Bristol,Media,prefer_not_to_say,0
medium,Bristol,Nonprofit,female,0
medium,Bristol,Nonprofit,male,0
medium,Bristol,Nonprofit,non_binary,0
medium,Bristol,Nonprofit,prefer_not_to_say,0
medium,Bristol,Publishing,female,0
medium,Bristol,Publishing,male,0
medium,Bristol,Publishing,non_binary,0
medium,Bristol,Publishing,prefer_not_to_say,0
medium,Bristol,Retail,female,0
medium,Bristol,Retail,male,0
medium,Bristol,Retail,non_binary,0
medium,Bristol,Retail,prefer_not_to_say,0
medium,Bristol,Student,male,0
medium,Bristol,Student,non_binary,0
medium,Bristol,Student,prefer_not_to_say,0
medium,Bristol,Technology,male,0
medium,Bristol,Technology,non_binary,0
medium,Bristol,Technology,prefer_not_to_say,0
medium,Canberra,Advertising,female,0
medium,Canberra,Advertising,male,0
medium,Canberra,Advertising,non_binary,0
medium,Canberra,Advertising,prefer_not_to_say,0
medium,Canberra,Consulting,female,0
medium,Canberra,Consulting,male,0
medium,Canberra,Consulting,non_binary,0
medium,Canberra,Consulting,prefer_not_to_say,0
medium,Canberra,Education,male,0
medium,Canberra,Education,non_binary,0
medium,Canberra,Education,prefer_not_to_say,0
medium,Canberra,Fashion,female,0
medium,Canberra,Fashion,male,0
medium,Canberra,Fashion,non_binary,0
medium,Canberra,Fashion,prefer_not_to_say,0
medium,Canberra,Finance,female,0
medium,Canberra,Finance,male,0
medium,Canberra,Finance,non_binary,0
medium,Canberra,Finance,prefer_not_to_say,0
medium,Canberra,Government,female,0
medium,Canberra,Government,male,0
medium,Canberra,Government,non_binary,0
medium,Canberra,Government,prefer_not_to_say,0
medium,Canberra,Healthcare,female,0
medium,Canberra,Healthcare,male,0
medium,Canberra,Healthcare,non_binary,0
medium,Canberra,Healthcare,prefer_not_to_say,0
medium,Canberra,Hospitality,female,0
medium,Canberra,Hospitality,male,0
medium,Canberra,Hospitality,prefer_not_to_say,0
medium,Canberra,Legal,female,0
medium,Canberra,Legal,male,0
medium,Canberra,Legal,non_binary,0
medium,Canberra,Legal,prefer_not_to_say,0
medium,Canberra,Marketing,female,0
medium,Canberra,Marketing,male,0
medium,Canberra,Marketing,non_binary,0
medium,Canberra,Marketing,prefer_not_to_say,0
medium,Canberra,Media,female,0
medium,Canberra,Media,male,0
medium,Canberra,Media,non_binary,0
medium,Canberra,Media,prefer_not_to_say,0
medium,Canberra,Nonprofit,female,0
medium,Canberra,Nonprofit,male,0
medium,Canberra,Nonprofit,non_binary,0
medium,Canberra,Nonprofit,prefer_not_to_say,0
medium,Canberra,Publishing,female,0
medium,Canberra,Publishing,male,0
medium,Canberra,Publishing,non_binary,0
medium,Canberra,Publishing,prefer_not_to_say,0
medium,Canberra,Retail,female,0
medium,Canberra,Retail,male,0
medium,Canberra,Retail,non_binary,0
medium,Canberra,Retail,prefer_not_to_say,0
medium,Canberra,Student,female,0
medium,Canberra,Student,male,0
medium,Canberra,Student,non_binary,0
medium,Canberra,Student,prefer_not_to_say,0
medium,Canberra,Technology,female,0
medium,Canberra,Technology,male,0
medium,Canberra,Technology,non_binary,0
medium,Canberra,Technology,prefer_not_to_say,0
medium,Christchurch,Advertising,male,0
medium,Christchurch,Advertising,non_binary,0
medium,Christchurch,Advertising,prefer_not_to_say,0
medium,Christchurch,Consulting,female,0
medium,Christchurch,Consulting,male,0
medium,Christchurch,Consulting,non_binary,0
medium,Christchurch,Consulting,prefer_not_to_say,0
medium,Christchurch,Education,female,0
medium,Christchurch,Education,non_binary,0
medium,Christchurch,Education,prefer_not_to_say,0
medium,Christchurch,Fashion,female,0
medium,Christchurch,Fashion,male,0
medium,Christchurch,Fashion,non_binary,0
medium,Christchurch,Fashion,prefer_not_to_say,0
medium,Christchurch,Finance,female,0
medium,Christchurch,Finance,male,0
medium,Christchurch,Finance,non_binary,0
medium,Christchurch,Finance,prefer_not_to_say,0
medium,Christchurch,Government,female,0
medium,Christchurch,Government,male,0
medium,Christchurch,Government,non_binary,0
medium,Christchurch,Government,prefer_not_to_say,0
medium,Christchurch,Healthcare,female,0
medium,Christchurch,Healthcare,male,0
medium,Christchurch,Healthcare,non_binary,0
medium,Christchurch,Healthcare,prefer_not_to_say,0
medium,Christchurch,Hospitality,female,0
medium,Christchurch,Hospitality,male,0
medium,Christchurch,Hospitality,non_binary,0
medium,Christchurch,Hospitality,prefer_not_to_say,0
medium,Christchurch,Legal,female,0
medium,Christchurch,Legal,male,0
medium,Christchurch,Legal,non_binary,0
medium,Christchurch,Legal,prefer_not_to_say,0
medium,Christchurch,Marketing,female,0
medium,Christchurch,Marketing,male,0
medium,Christchurch,Marketing,non_binary,0
medium,Christchurch,Media,male,0
medium,Christchurch,Media,non_binary,0
medium,Christchurch,Media,prefer_not_to_say,0
medium,Christchurch,Nonprofit,female,0
medium,Christchurch,Nonprofit,male,0
medium,Christchurch,Nonprofit,non_binary,0
medium,Christchurch,Nonprofit,prefer_not_to_say,0
medium,Christchurch,Publishing,female,0
medium,Christchurch,Publishing,male,0
medium,Christchurch,Publishing,non_binary,0
medium,Christchurch,Publishing,prefer_not_to_say,0
medium,Christchurch,Retail,female,0
medium,Christchurch,Retail,male,0
medium,Christchurch,Retail,non_binary,0
medium,Christchurch,Retail,prefer_not_to_say,0
medium,Christchurch,Student,female,0
medium,Christchurch,Student,male,0
medium,Christchurch,Student,non_binary,0
medium,Christchurch,Student,prefer_not_to_say,0
medium,Christchurch,Technology,female,0
medium,Christchurch,Technology,male,0
medium,Christchurch,Technology,non_binary,0
medium,Christchurch,Technology,prefer_not_to_say,0
medium,Gold Coast,Advertising,female,0
medium,Gold Coast,Advertising,male,0
medium,Gold Coast,Advertising,non_binary,0
medium,Gold Coast,Advertising,prefer_not_to_say,0
medium,Gold Coast,Consulting,female,0
medium,Gold Coast,Consulting,male,0
medium,Gold Coast,Consulting,non_binary,0
medium,Gold Coast,Consulting,prefer_not_to_say,0
medium,Gold Coast,Education,female,0
medium,Gold Coast,Education,male,0
medium,Gold Coast,Education,non_binary,0
medium,Gold Coast,Education,prefer_not_to_say,0
medium,Gold Coast,Fashion,female,0
medium,Gold Coast,Fashion,male,0
medium,Gold Coast,Fashion,non_binary,0
medium,Gold Coast,Fashion,prefer_not_to_say,0
medium,Gold Coast,Finance,female,0
medium,Gold Coast,Finance,male,0
medium,Gold Coast,Finance,non_binary,0
medium,Gold Coast,Finance,prefer_not_to_say,0
medium,Gold Coast,Government,female,0
medium,Gold Coast,Government,male,0
medium,Gold Coast,Government,non_binary,0
medium,Gold Coast,Government,prefer_not_to_say,0
medium,Gold Coast,Healthcare,male,0
medium,Gold Coast,Healthcare,non_binary,0
medium,Gold Coast,Healthcare,prefer_not_to_say,0
medium,Gold Coast,Hospitality,female,0
medium,Gold Coast,Hospitality,male,0
medium,Gold Coast,Hospitality,non_binary,0
medium,Gold Coast,Hospitality,prefer_not_to_say,0
medium,Gold Coast,Legal,female,0
medium,Gold Coast,Legal,male,0
medium,Gold Coast,Legal,non_binary,0
medium,Gold Coast,Legal,prefer_not_to_say,0
medium,Gold Coast,Marketing,female,0
medium,Gold Coast,Marketing,male,0
medium,Gold Coast,Marketing,non_binary,0
